Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade
S3391,Ali,Smith,student3391@univ.edu,Female,19,Business,98.24,79.27,90.9,95.17,68.47,60.77,47.05,81.814,B
S3392,Omar,Jones,student3392@univ.edu,Male,23,Engineering,59.13,87.27,52.95,69.71,68.62,40.15,84.41,67.019,C
S3393,John,Johnson,student3393@univ.edu,Male,23,CS,83.69,56.9,71.94,69.84,91.31,40.2,54.59,68.407,C
S3394,Maria,Brown,student3394@univ.edu,Male,20,Engineering,91.92,60.44,59.86,58.17,79.19,90.01,69.21,67.304,C
S3395,Ali,Johnson,student3395@univ.edu,Male,24,Engineering,56.57,77.54,41.91,56.65,67.7,54.17,66.32,58.346,D
S3396,Maria,Davis,student3396@univ.edu,Male,21,Business,81.13,97.64,89.56,92.89,77.52,88.98,42.95,84.938,B
S3397,Maria,Jones,student3397@univ.edu,Female,20,Business,56.5,79.73,98.21,90.8,63.93,95.35,64.29,82.269,B
S3398,Omar,Johnson,student3398@univ.edu,Male,21,CS,64.05,62.38,62.67,69.45,97.14,46.83,59.77,66.132,C
S3399,Sara,Johnson,student3399@univ.edu,Male,21,Business,68.94,76.33,44.15,79.41,52.97,73.21,70.33,63.307,C
S3400,Emma,Johnson,student3400@univ.edu,Female,19,Engineering,52.18,69.7,55.17,99.84,72.7,42.06,89.14,68.972,C
S3401,Sara,Smith,student3401@univ.edu,Male,21,Engineering,51.12,78.67,93.66,57.52,77.52,79.56,53.23,74.625,B
S3402,Emma,Smith,student3402@univ.edu,Male,22,Business,51.93,89.58,47.54,58.96,55.44,94.03,50.43,61.504,C
S3403,John,Johnson,student3403@univ.edu,Female,25,Mathematics,73.33,43.09,85.18,56.53,97.21,45.73,86.21,70.613,B
S3404,Sara,Brown,student3404@univ.edu,Male,22,Business,99.85,63.72,64.31,93.24,63.73,92.47,44.38,71.442,B
S3405,Sara,Smith,student3405@univ.edu,Female,18,Business,95.84,99.59,43.31,86.88,63.23,92.95,85.19,75.017,B
S3406,Ali,Jones,student3406@univ.edu,Male,25,CS,62.84,98.3,66.84,90.43,58.94,95.55,92.04,79.436,B
S3407,Omar,Jones,student3407@univ.edu,Female,22,Engineering,64.49,62.01,40.35,57.78,52.56,85.64,89.67,58.128,D
S3408,Ali,Smith,student3408@univ.edu,Male,23,CS,85.27,80.79,48.69,58.56,81.43,98.12,69.48,68.073,C
S3409,Maria,Williams,student3409@univ.edu,Female,25,Mathematics,80.8,80.27,63.61,99.5,53.71,87.08,58.13,73.68,B
S3410,Liam,Brown,student3410@univ.edu,Female,19,Business,65.77,61.71,95.62,54.46,97.48,67.22,87.19,77.602,B
S3411,Omar,Williams,student3411@univ.edu,Female,21,Business,68.19,44.76,85.16,89.41,92.7,81.5,80.12,76.088,B
S3412,Ahmed,Brown,student3412@univ.edu,Female,24,Business,72.17,40.82,99.48,59.69,61.8,88.29,63.48,71.121,B
S3413,Ali,Davis,student3413@univ.edu,Female,18,CS,84.29,90.6,59.28,99.56,79.22,82.04,67.45,78.036,B
S3414,Liam,Smith,student3414@univ.edu,Female,24,Engineering,76.62,56.39,85.01,74.3,77.16,87.05,49.32,72.588,B
S3415,Omar,Davis,student3415@univ.edu,Male,24,Engineering,83.52,43.12,50.18,91.93,68.33,83.7,42.29,61.067,C
S3416,Omar,Jones,student3416@univ.edu,Male,21,CS,62.75,100.0,52.38,76.39,60.12,88.31,94.14,73.289,B
S3417,Liam,Brown,student3417@univ.edu,Female,21,CS,79.95,78.25,44.08,84.97,76.19,51.41,68.23,66.627,C
S3418,Ahmed,Smith,student3418@univ.edu,Male,25,Mathematics,60.44,65.85,95.38,95.31,62.59,47.29,64.32,77.18,B
S3419,Emma,Davis,student3419@univ.edu,Male,23,Mathematics,80.97,49.74,76.92,80.7,74.46,64.64,80.26,71.93,B
S3420,Maria,Jones,student3420@univ.edu,Female,23,CS,64.76,66.61,63.06,66.48,51.95,60.61,91.91,66.105,C
S3421,Sara,Williams,student3421@univ.edu,Male,19,CS,54.56,91.06,40.14,82.81,81.9,87.01,47.59,65.431,C
S3422,John,Davis,student3422@univ.edu,Male,25,Business,85.05,58.5,67.76,76.84,64.44,56.55,83.6,69.691,C
S3423,Liam,Smith,student3423@univ.edu,Male,24,Business,54.64,92.85,48.45,70.19,81.29,67.21,83.89,68.976,C
S3424,Liam,Johnson,student3424@univ.edu,Female,25,Mathematics,82.08,68.95,71.98,83.8,54.66,68.03,81.15,73.144,B
S3425,Sara,Johnson,student3425@univ.edu,Female,19,Business,50.25,48.79,50.55,53.79,95.92,75.8,69.88,58.386,D
S3426,Sara,Brown,student3426@univ.edu,Female,21,CS,60.38,56.36,50.25,72.25,93.84,59.51,75.09,63.091,C
S3427,John,Williams,student3427@univ.edu,Male,18,Business,85.94,89.55,84.74,95.06,67.39,60.79,53.37,81.301,B
S3428,John,Davis,student3428@univ.edu,Female,23,Engineering,98.12,85.71,66.89,53.0,80.72,81.65,57.33,72.859,B
S3429,John,Jones,student3429@univ.edu,Female,22,Mathematics,70.98,94.16,61.92,79.94,94.77,72.32,59.4,75.53,B
S3430,Omar,Smith,student3430@univ.edu,Male,22,Engineering,68.21,87.68,55.05,75.54,60.37,86.28,50.97,67.651,C
S3431,Maria,Jones,student3431@univ.edu,Female,20,Engineering,97.96,50.37,58.2,72.6,79.16,68.98,46.24,64.209,C
S3432,Ali,Brown,student3432@univ.edu,Male,18,Engineering,84.39,58.54,65.95,93.72,70.06,68.26,56.25,70.034,B
S3433,Liam,Davis,student3433@univ.edu,Male,25,Engineering,61.06,93.29,94.95,55.56,83.04,95.94,81.02,82.786,B
S3434,Emma,Williams,student3434@univ.edu,Female,25,CS,79.15,99.85,66.99,97.15,63.55,64.7,97.34,81.879,B
S3435,Ahmed,Johnson,student3435@univ.edu,Male,22,CS,50.83,83.62,63.18,58.22,92.37,85.07,55.68,68.553,C
S3436,John,Jones,student3436@univ.edu,Male,19,Engineering,78.37,43.69,70.93,57.47,80.89,77.64,71.0,65.545,C
S3437,Ali,Jones,student3437@univ.edu,Male,18,Engineering,83.44,45.99,54.48,71.9,72.72,94.22,52.53,61.907,C
S3438,John,Davis,student3438@univ.edu,Male,18,Business,69.58,76.04,73.08,60.74,67.84,90.17,44.83,68.977,C
S3439,Omar,Jones,student3439@univ.edu,Female,24,CS,84.71,68.17,64.55,65.76,67.82,83.71,46.48,66.95,C
S3440,Ahmed,Jones,student3440@univ.edu,Male,24,Mathematics,77.84,87.52,76.98,62.42,57.15,94.85,92.14,77.417,B
S3441,Emma,Smith,student3441@univ.edu,Male,20,CS,85.14,62.17,49.86,68.97,78.85,43.77,43.42,60.667,C
S3442,John,Brown,student3442@univ.edu,Female,25,Business,52.62,62.45,71.75,64.87,76.14,57.84,51.84,64.698,C
S3443,John,Smith,student3443@univ.edu,Male,19,Engineering,50.14,59.17,81.04,71.69,85.84,81.08,43.42,68.894,C
S3444,Emma,Brown,student3444@univ.edu,Female,22,CS,50.72,51.24,62.01,51.53,73.72,43.65,59.07,57.114,D
S3445,Ahmed,Williams,student3445@univ.edu,Male,20,Engineering,76.58,89.3,84.78,68.54,53.14,76.34,87.86,79.15,B
S3446,Ahmed,Davis,student3446@univ.edu,Female,19,Mathematics,62.41,62.95,80.52,59.85,50.32,74.81,53.43,66.08,C
S3447,Emma,Jones,student3447@univ.edu,Female,20,Mathematics,81.47,43.41,82.97,61.61,98.49,43.19,87.18,71.688,B
S3448,Liam,Davis,student3448@univ.edu,Male,23,Engineering,57.89,45.45,81.76,84.14,96.78,77.99,46.7,70.276,B
S3449,Liam,Smith,student3449@univ.edu,Male,18,CS,68.33,55.83,59.13,53.74,64.57,88.29,60.39,60.71,C
S3450,Sara,Williams,student3450@univ.edu,Female,24,Engineering,50.55,99.09,42.65,94.83,62.91,90.48,86.0,71.307,B
S3451,Ahmed,Johnson,student3451@univ.edu,Female,21,Engineering,79.77,93.53,40.49,94.99,57.93,84.99,61.94,69.315,C
S3452,Maria,Williams,student3452@univ.edu,Male,23,Engineering,67.2,62.9,61.39,51.06,95.12,97.42,80.34,67.793,C
S3453,John,Johnson,student3453@univ.edu,Male,24,Business,51.28,66.19,72.21,75.69,67.34,59.95,70.11,68.125,C
S3454,John,Jones,student3454@univ.edu,Female,18,Engineering,91.62,42.6,49.88,74.39,63.34,71.34,76.71,61.377,C
S3455,Maria,Johnson,student3455@univ.edu,Female,24,Business,99.94,66.83,62.96,95.51,85.61,74.17,87.22,77.566,B
S3456,Omar,Jones,student3456@univ.edu,Male,24,CS,99.86,66.46,83.55,85.99,96.07,96.42,91.35,84.805,B
S3457,Emma,Davis,student3457@univ.edu,Female,24,CS,65.72,42.75,94.7,64.34,70.82,44.68,50.99,67.598,C
S3458,Emma,Brown,student3458@univ.edu,Male,21,Mathematics,63.93,96.95,68.31,69.1,61.67,94.57,80.67,75.603,B
S3459,Ali,Williams,student3459@univ.edu,Female,22,Engineering,89.8,49.3,90.29,67.92,97.34,63.78,72.29,76.267,B
S3460,Omar,Williams,student3460@univ.edu,Female,24,Engineering,54.18,92.49,80.12,83.51,55.61,41.96,76.42,75.779,B
S3461,Liam,Williams,student3461@univ.edu,Male,25,Business,55.41,78.02,87.15,61.9,71.66,81.22,70.66,74.868,B
S3462,John,Jones,student3462@univ.edu,Female,19,Mathematics,98.92,50.84,79.06,60.66,97.34,78.62,61.72,72.714,B
S3463,Liam,Brown,student3463@univ.edu,Female,22,Mathematics,67.56,53.36,71.0,91.84,85.9,53.94,41.05,67.896,C
S3464,Liam,Johnson,student3464@univ.edu,Female,22,Business,56.04,58.47,74.25,68.41,60.02,91.7,62.52,66.674,C
S3465,Maria,Davis,student3465@univ.edu,Female,24,Engineering,57.12,49.65,47.06,78.2,54.84,44.18,81.15,57.298,D
S3466,Ahmed,Johnson,student3466@univ.edu,Male,21,Business,88.75,95.1,96.65,99.95,77.17,77.6,81.9,91.669,A
S3467,Maria,Davis,student3467@univ.edu,Female,20,Engineering,79.08,79.42,51.16,83.0,59.36,84.82,99.94,71.761,B
S3468,Maria,Jones,student3468@univ.edu,Male,25,Business,56.19,45.12,75.5,97.49,76.46,56.69,43.49,66.746,C
S3469,Ali,Brown,student3469@univ.edu,Male,20,Mathematics,97.84,88.31,60.89,98.87,93.04,74.37,98.76,83.442,B
S3470,John,Jones,student3470@univ.edu,Male,18,Business,69.95,65.51,63.58,97.13,55.38,95.37,71.62,71.209,B
S3471,John,Jones,student3471@univ.edu,Female,21,Business,53.53,83.33,40.12,62.06,83.91,97.74,46.91,61.333,C
S3472,Ahmed,Smith,student3472@univ.edu,Male,20,CS,89.07,63.04,96.44,86.68,93.72,99.21,76.61,85.442,A
S3473,Ali,Johnson,student3473@univ.edu,Female,18,Business,58.58,91.16,69.54,84.95,73.11,94.75,93.37,79.08,B
S3474,Liam,Johnson,student3474@univ.edu,Female,23,CS,51.71,54.46,58.49,68.88,51.74,74.95,68.89,59.753,D
S3475,Ahmed,Jones,student3475@univ.edu,Male,21,Business,92.54,46.45,94.08,54.59,81.31,86.73,47.7,72.194,B
S3476,Ali,Smith,student3476@univ.edu,Female,21,Business,84.11,49.68,49.4,56.56,51.53,59.19,88.94,58.657,D
S3477,Omar,Davis,student3477@univ.edu,Male,24,Engineering,65.62,90.9,99.87,89.04,50.75,70.19,94.93,86.136,A
S3478,John,Brown,student3478@univ.edu,Male,22,Mathematics,60.74,56.81,54.34,85.43,95.0,41.39,85.26,66.648,C
S3479,John,Jones,student3479@univ.edu,Female,21,Mathematics,71.18,63.48,49.24,88.49,68.81,80.9,68.9,65.675,C
S3480,Ali,Davis,student3480@univ.edu,Male,20,Engineering,84.42,82.99,85.17,72.98,72.31,54.34,97.15,81.201,B
S3481,Maria,Jones,student3481@univ.edu,Female,18,Engineering,94.66,42.34,82.03,63.49,59.59,95.34,57.09,68.502,C
S3482,Liam,Jones,student3482@univ.edu,Male,21,Engineering,68.29,43.78,52.16,57.45,99.8,58.59,84.3,61.19,C
S3483,Ahmed,Johnson,student3483@univ.edu,Female,22,Engineering,61.49,45.72,47.15,75.29,60.78,55.05,49.26,54.488,D
S3484,Omar,Davis,student3484@univ.edu,Female,20,Mathematics,82.84,71.21,86.17,72.63,60.31,73.41,91.04,78.077,B
S3485,Emma,Smith,student3485@univ.edu,Female,20,CS,68.7,90.79,78.57,89.39,89.28,93.66,88.68,84.487,B
S3486,Emma,Jones,student3486@univ.edu,Female,25,Engineering,95.69,57.37,77.94,79.13,78.11,80.18,60.5,74.165,B
S3487,Ahmed,Johnson,student3487@univ.edu,Male,20,Business,95.04,75.87,53.33,84.26,78.39,57.34,91.65,73.187,B
S3488,Sara,Johnson,student3488@univ.edu,Female,19,Engineering,61.22,99.43,77.71,99.44,87.22,45.18,80.34,83.252,B
S3489,Ali,Johnson,student3489@univ.edu,Male,22,Business,95.05,62.55,40.87,76.97,55.37,79.06,62.7,61.581,C
S3490,Omar,Johnson,student3490@univ.edu,Female,20,CS,95.95,64.65,90.14,86.05,80.0,90.33,82.93,83.284,B
S3491,Omar,Jones,student3491@univ.edu,Male,21,Mathematics,72.25,45.1,68.78,79.78,69.86,48.97,89.28,67.209,C
S3492,Omar,Brown,student3492@univ.edu,Male,20,Engineering,76.87,92.06,57.01,54.88,84.89,46.86,51.32,67.398,C
S3493,Ahmed,Johnson,student3493@univ.edu,Male,20,CS,83.65,71.26,58.39,93.95,66.33,82.13,76.15,72.581,B
S3494,Emma,Smith,student3494@univ.edu,Female,20,Business,78.78,44.84,78.2,79.28,79.73,77.61,56.05,69.657,C
S3495,Sara,Davis,student3495@univ.edu,Female,20,Business,59.59,41.59,87.99,95.02,76.55,49.72,81.66,73.234,B
S3496,John,Jones,student3496@univ.edu,Female,22,Engineering,86.21,98.74,74.78,67.36,76.81,88.15,52.72,78.267,B
S3497,John,Williams,student3497@univ.edu,Female,20,CS,76.94,93.27,52.04,98.6,62.53,69.64,66.7,73.155,B
S3498,Sara,Brown,student3498@univ.edu,Female,18,CS,56.49,75.97,75.78,91.52,90.31,86.14,63.16,76.959,B
S3499,Maria,Johnson,student3499@univ.edu,Male,25,CS,80.43,88.94,85.48,86.91,66.41,71.11,90.48,83.756,B
S3500,Ali,Johnson,student3500@univ.edu,Female,20,CS,96.57,85.43,77.22,74.94,72.43,69.34,54.63,77.323,B
S3501,Omar,Williams,student3501@univ.edu,Male,18,Mathematics,71.42,75.41,77.5,79.64,92.23,92.89,56.48,76.935,B
S3502,Maria,Davis,student3502@univ.edu,Female,25,Business,87.59,48.01,42.91,74.48,55.0,90.15,77.91,60.205,C
S3503,Ahmed,Johnson,student3503@univ.edu,Male,25,Engineering,66.1,56.28,86.8,50.62,60.11,61.73,63.67,66.963,C
S3504,Sara,Jones,student3504@univ.edu,Male,23,Engineering,54.7,99.94,49.51,92.2,87.51,75.1,94.86,76.133,B
S3505,Sara,Brown,student3505@univ.edu,Female,18,Engineering,82.92,45.7,46.63,75.04,73.55,46.89,43.93,56.77,D
S3506,John,Brown,student3506@univ.edu,Male,23,Business,90.52,55.91,41.38,50.01,58.45,71.93,46.45,54.236,D
S3507,Ahmed,Smith,student3507@univ.edu,Male,25,Engineering,57.07,69.71,68.2,57.71,57.79,79.35,83.93,66.905,C
S3508,John,Brown,student3508@univ.edu,Male,21,CS,73.94,41.45,61.53,51.03,72.59,66.14,80.82,60.446,C
S3509,Emma,Brown,student3509@univ.edu,Female,22,CS,96.12,62.23,94.19,75.43,84.4,47.65,45.16,76.968,B
S3510,Liam,Williams,student3510@univ.edu,Male,18,Business,53.66,63.6,92.98,97.45,50.2,91.56,86.8,78.876,B
S3511,Liam,Smith,student3511@univ.edu,Female,25,CS,60.63,52.61,52.47,98.79,54.57,65.7,44.07,60.293,C
S3512,Sara,Williams,student3512@univ.edu,Male,20,CS,60.44,94.81,42.19,65.03,58.97,45.61,80.47,63.642,C
S3513,Maria,Jones,student3513@univ.edu,Male,18,Engineering,91.36,58.76,71.45,82.18,55.67,83.68,68.69,71.27,B
S3514,Liam,Williams,student3514@univ.edu,Female,22,CS,97.9,49.28,61.35,74.32,75.06,64.52,47.04,64.635,C
S3515,Omar,Johnson,student3515@univ.edu,Female,22,Business,93.36,56.02,46.06,56.12,94.25,97.03,90.78,66.13,C
S3516,Ali,Davis,student3516@univ.edu,Male,25,CS,56.25,55.5,97.91,92.93,72.01,95.57,54.45,77.462,B
S3517,Sara,Brown,student3517@univ.edu,Female,19,Engineering,51.79,72.48,94.98,67.23,68.5,44.16,40.43,71.355,B
S3518,Sara,Jones,student3518@univ.edu,Female,18,Engineering,84.87,81.14,54.0,86.5,53.15,81.9,53.06,68.606,C
S3519,Omar,Davis,student3519@univ.edu,Female,21,Engineering,56.38,70.92,84.5,95.4,50.06,99.52,83.19,77.783,B
S3520,John,Brown,student3520@univ.edu,Female,19,Engineering,89.22,60.92,74.15,54.85,51.09,91.37,67.55,68.011,C
S3521,Liam,Jones,student3521@univ.edu,Female,18,CS,95.13,88.03,76.71,65.65,73.63,64.21,57.04,76.257,B
S3522,Ahmed,Smith,student3522@univ.edu,Female,18,Engineering,79.25,60.95,78.54,60.95,78.5,61.53,72.6,71.006,B
S3523,John,Jones,student3523@univ.edu,Male,20,Engineering,89.43,63.61,66.59,63.25,96.89,58.8,95.47,73.305,B
S3524,John,Davis,student3524@univ.edu,Female,23,Mathematics,51.4,94.16,87.65,89.17,79.58,68.37,65.77,81.596,B
S3525,Liam,Brown,student3525@univ.edu,Male,21,CS,89.45,82.42,86.17,99.78,59.44,56.8,51.65,80.196,B
S3526,Liam,Brown,student3526@univ.edu,Female,20,Business,86.92,52.94,91.19,51.17,65.08,86.6,65.64,71.715,B
S3527,Sara,Davis,student3527@univ.edu,Female,21,Engineering,63.52,68.18,72.66,99.44,91.13,81.82,97.27,79.633,B
S3528,Ali,Jones,student3528@univ.edu,Female,22,CS,75.32,96.58,95.21,65.81,84.43,56.52,47.99,81.351,B
S3529,Sara,Smith,student3529@univ.edu,Male,20,Mathematics,52.23,77.51,80.89,76.39,59.08,74.63,68.71,72.961,B
S3530,John,Jones,student3530@univ.edu,Female,24,Engineering,73.06,84.03,61.64,64.1,67.47,63.58,52.33,67.378,C
S3531,Ali,Davis,student3531@univ.edu,Female,23,Engineering,80.02,82.32,78.08,96.73,53.61,44.48,50.42,75.027,B
S3532,Sara,Johnson,student3532@univ.edu,Female,19,Business,82.76,45.24,95.07,85.83,68.04,90.89,90.08,79.076,B
S3533,Emma,Johnson,student3533@univ.edu,Female,24,Business,79.89,43.39,72.34,53.49,65.52,91.07,90.02,66.5,C
S3534,Emma,Jones,student3534@univ.edu,Female,19,CS,61.9,56.13,78.71,54.24,95.84,47.67,85.97,69.729,C
S3535,Ahmed,Smith,student3535@univ.edu,Male,19,Mathematics,73.23,98.28,65.75,66.13,50.83,61.85,82.51,73.05,B
S3536,Ali,Williams,student3536@univ.edu,Female,24,Mathematics,69.85,46.71,92.12,53.74,88.25,70.72,60.36,70.421,B
S3537,Ali,Brown,student3537@univ.edu,Female,21,Mathematics,71.32,76.23,89.98,90.89,95.01,93.86,61.94,83.394,B
S3538,Ahmed,Jones,student3538@univ.edu,Female,25,CS,91.0,93.61,94.82,50.25,87.78,54.09,75.82,82.87,B
S3539,Omar,Jones,student3539@univ.edu,Male,24,Mathematics,55.62,45.2,87.92,57.34,72.31,90.93,61.81,67.538,C
S3540,Sara,Brown,student3540@univ.edu,Male,19,Engineering,61.32,48.19,52.85,75.24,52.25,66.42,57.86,57.243,D
S3541,Ahmed,Davis,student3541@univ.edu,Female,25,Business,63.24,83.76,80.43,58.65,55.06,73.39,79.35,73.113,B
S3542,Maria,Johnson,student3542@univ.edu,Male,25,Business,69.84,69.35,89.84,90.99,51.28,70.19,92.93,79.385,B
S3543,Emma,Jones,student3543@univ.edu,Male,18,CS,75.01,99.68,46.55,86.65,54.39,64.84,40.05,67.085,C
S3544,Ahmed,Brown,student3544@univ.edu,Female,21,Engineering,54.75,98.83,79.11,82.13,99.42,71.47,52.47,80.056,B
S3545,John,Brown,student3545@univ.edu,Male,22,CS,93.53,85.3,86.55,93.09,55.8,79.46,47.39,80.633,B
S3546,Maria,Jones,student3546@univ.edu,Male,25,CS,62.38,92.31,53.45,79.73,76.51,84.16,86.97,73.251,B
S3547,John,Smith,student3547@univ.edu,Male,23,Engineering,72.19,89.87,69.6,57.63,61.15,58.45,99.09,73.664,B
S3548,Ahmed,Johnson,student3548@univ.edu,Male,24,Business,63.82,64.81,68.3,98.0,97.61,84.84,56.6,74.197,B
S3549,Omar,Jones,student3549@univ.edu,Female,19,Mathematics,97.04,44.27,41.81,98.21,50.54,77.07,82.25,62.965,C
S3550,Ahmed,Williams,student3550@univ.edu,Male,24,Business,59.39,96.08,69.08,60.0,90.11,42.93,92.2,75.257,B
S3551,Ali,Williams,student3551@univ.edu,Male,19,Mathematics,60.23,56.33,95.42,92.82,82.15,73.86,72.95,79.041,B
S3552,John,Smith,student3552@univ.edu,Male,25,CS,79.62,67.5,80.62,65.17,83.5,72.75,77.6,75.171,B
S3553,Maria,Brown,student3553@univ.edu,Female,22,Engineering,89.59,91.88,99.11,89.44,61.12,55.62,51.01,84.478,B
S3554,Maria,Davis,student3554@univ.edu,Male,23,Mathematics,96.12,50.75,54.09,55.9,99.93,96.45,43.36,63.526,C
S3555,Sara,Davis,student3555@univ.edu,Female,19,Business,74.77,62.39,65.95,97.1,59.47,80.38,57.64,70.035,B
S3556,Emma,Johnson,student3556@univ.edu,Female,22,Business,62.17,47.28,86.48,99.99,74.58,70.36,91.7,76.762,B
S3557,Ali,Williams,student3557@univ.edu,Male,18,Mathematics,54.35,91.23,64.16,55.15,56.56,43.64,51.35,64.175,C
S3558,Ali,Smith,student3558@univ.edu,Male,18,Engineering,70.99,92.68,56.67,61.67,73.26,91.74,60.13,69.813,C
S3559,Omar,Smith,student3559@univ.edu,Female,25,Engineering,72.79,50.69,90.14,89.93,54.15,59.11,72.39,73.558,B
S3560,Omar,Williams,student3560@univ.edu,Male,20,Business,60.07,41.59,40.67,91.17,50.94,69.65,94.09,58.187,D
S3561,Sara,Brown,student3561@univ.edu,Female,19,Business,87.24,70.65,70.35,57.79,66.7,57.78,42.33,66.42,C
S3562,Ahmed,Smith,student3562@univ.edu,Female,25,CS,88.95,96.82,40.67,80.92,91.57,86.17,42.84,70.347,B
S3563,John,Jones,student3563@univ.edu,Female,21,Mathematics,85.98,80.15,86.04,63.43,91.88,74.89,78.06,80.693,B
S3564,John,Johnson,student3564@univ.edu,Female,21,Business,56.12,93.74,48.82,65.17,59.43,54.71,97.97,67.257,C
S3565,Maria,Brown,student3565@univ.edu,Male,22,Business,64.36,47.27,49.9,91.31,53.46,84.92,92.82,63.431,C
S3566,Liam,Smith,student3566@univ.edu,Male,23,CS,77.72,46.52,91.64,57.6,52.93,71.05,86.82,70.736,B
S3567,John,Brown,student3567@univ.edu,Female,20,CS,89.28,65.15,63.68,78.87,57.09,68.48,89.71,70.996,B
S3568,John,Brown,student3568@univ.edu,Male,21,Business,71.53,98.3,40.51,90.98,76.36,73.96,85.81,72.528,B
S3569,Ahmed,Johnson,student3569@univ.edu,Male,21,Mathematics,88.68,66.99,98.97,51.01,79.32,68.82,96.04,80.585,B
S3570,Maria,Williams,student3570@univ.edu,Male,23,Mathematics,54.04,81.97,71.85,75.54,98.48,46.7,50.69,71.936,B
S3571,Ahmed,Smith,student3571@univ.edu,Male,22,Business,76.72,50.95,55.13,92.45,76.17,66.69,53.52,64.572,C
S3572,Sara,Smith,student3572@univ.edu,Male,22,Mathematics,89.31,55.85,88.06,70.14,71.73,95.16,75.06,76.477,B
S3573,Liam,Williams,student3573@univ.edu,Male,25,Engineering,51.69,53.94,57.45,92.81,81.86,63.7,54.58,63.943,C
S3574,Ahmed,Smith,student3574@univ.edu,Male,20,Engineering,77.74,57.32,68.79,70.07,55.76,64.58,97.1,68.9,C
S3575,Emma,Williams,student3575@univ.edu,Male,25,Business,56.65,87.94,53.81,50.6,74.45,74.56,74.45,65.604,C
S3576,Liam,Davis,student3576@univ.edu,Male,24,Engineering,74.21,99.12,60.84,94.47,54.24,97.27,75.12,77.467,B
S3577,Liam,Davis,student3577@univ.edu,Female,20,CS,99.52,97.02,61.05,97.36,90.91,90.13,45.04,80.377,B
S3578,John,Davis,student3578@univ.edu,Male,25,Business,90.8,68.71,59.08,90.81,51.87,59.55,48.5,67.182,C
S3579,Sara,Smith,student3579@univ.edu,Female,19,Engineering,82.65,65.38,88.21,72.94,74.03,46.15,51.22,73.578,B
S3580,Ahmed,Williams,student3580@univ.edu,Female,25,Engineering,83.93,72.64,61.16,96.81,77.4,41.59,87.78,74.388,B
S3581,Sara,Brown,student3581@univ.edu,Female,19,Business,94.92,88.83,60.92,63.58,97.31,47.76,74.16,74.606,B
S3582,Ahmed,Davis,student3582@univ.edu,Male,19,Business,72.01,66.0,98.07,84.17,99.05,62.51,90.5,84.528,B
S3583,Emma,Brown,student3583@univ.edu,Female,23,Business,78.57,50.12,90.82,64.5,82.62,84.98,73.16,74.629,B
S3584,Omar,Johnson,student3584@univ.edu,Male,19,Mathematics,56.57,79.08,82.28,55.89,58.98,67.2,75.49,71.347,B
S3585,Sara,Williams,student3585@univ.edu,Female,25,CS,76.41,86.33,60.47,90.39,59.37,56.99,66.53,72.046,B
S3586,Emma,Davis,student3586@univ.edu,Female,19,Engineering,88.83,76.1,87.07,96.95,97.73,80.5,58.89,84.454,B
S3587,Sara,Davis,student3587@univ.edu,Female,21,Mathematics,90.66,65.09,66.74,89.56,57.41,86.37,92.48,74.848,B
S3588,Ahmed,Davis,student3588@univ.edu,Male,22,CS,89.54,83.02,83.11,65.59,72.21,79.28,42.14,75.728,B
S3589,Omar,Smith,student3589@univ.edu,Female,21,Business,51.58,94.92,93.36,65.93,53.81,85.75,66.77,78.385,B
S3590,John,Johnson,student3590@univ.edu,Female,23,Engineering,52.85,42.73,61.21,97.39,53.46,63.48,61.68,61.49,C
S3591,Liam,Williams,student3591@univ.edu,Male,21,Mathematics,61.79,56.09,95.48,75.39,83.63,65.08,43.8,73.347,B
S3592,Liam,Davis,student3592@univ.edu,Female,25,Mathematics,84.72,46.77,75.42,71.38,82.68,75.12,75.96,70.779,B
S3593,Emma,Davis,student3593@univ.edu,Male,20,Business,88.18,82.52,99.15,63.94,69.77,77.05,43.49,79.837,B
S3594,Omar,Jones,student3594@univ.edu,Female,23,CS,71.12,74.38,95.73,96.53,58.94,66.08,88.28,83.213,B
S3595,Omar,Davis,student3595@univ.edu,Male,21,Mathematics,96.19,80.69,45.58,55.26,86.02,72.0,56.51,65.573,C
S3596,Ali,Smith,student3596@univ.edu,Male,18,Business,53.15,95.57,81.9,55.34,78.3,86.93,60.03,75.48,B
S3597,Liam,Johnson,student3597@univ.edu,Female,24,Mathematics,75.55,45.42,53.3,82.16,51.29,52.13,74.96,60.185,C
S3598,Sara,Williams,student3598@univ.edu,Female,25,Engineering,71.35,99.41,46.51,71.64,97.69,65.69,69.07,71.676,B
S3599,John,Williams,student3599@univ.edu,Female,20,Business,96.77,52.4,61.28,63.26,68.96,67.15,93.06,67.59,C
S3600,John,Jones,student3600@univ.edu,Male,24,Mathematics,96.33,78.87,82.37,53.94,92.35,64.35,98.85,80.547,B
S3601,Emma,Johnson,student3601@univ.edu,Female,19,Business,67.22,85.38,74.87,62.65,85.67,68.74,61.51,73.811,B
S3602,Liam,Smith,student3602@univ.edu,Female,24,Business,50.41,89.21,80.37,86.68,75.48,46.17,98.29,79.681,B
S3603,Ali,Smith,student3603@univ.edu,Male,19,Mathematics,60.84,73.82,48.74,70.98,57.06,51.63,52.04,59.608,D
